text,topic,source_type,source_credibility,article_length,contradiction_score,semantic_similarity,readability_score,sentiment,trust_score
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Government Website,8,3630,0.42,0.54,65.03,Positive,73.97
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Research Paper,9,3923,0.98,0.93,75.7,Neutral,79.46
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Educational Website,7,1470,0.27,0.48,68.24,Negative,74.94
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Educational Website,7,1390,0.4,0.52,32.37,Negative,61.29
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Research Paper,9,406,0.66,0.85,91.71,Negative,90.74
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Social Media Post,3,2335,0.43,0.53,74.4,Neutral,37.17
"Science related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Science,Research Paper,9,1448,0.63,0.69,87.82,Negative,90.8
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,News Article,6,501,0.08,0.69,42.48,Neutral,68.61
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Blog,4,542,0.38,0.69,96.43,Positive,52.08
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Social Media Post,3,1659,0.9,0.53,74.43,Negative,23.41
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Blog,4,4967,0.53,0.59,32.37,Neutral,33.26
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Social Media Post,3,851,0.54,0.45,91.96,Neutral,33.47
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,News Article,6,1511,0.74,0.94,93.81,Neutral,71.66
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Research Paper,9,4010,0.25,0.89,87.97,Negative,100.0
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Educational Website,7,1823,1.0,0.72,83.56,Positive,64.08
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Government Website,8,1528,0.05,0.63,43.89,Neutral,79.32
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Blog,4,2329,0.93,0.67,97.17,Neutral,37.0
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,News Article,6,3895,0.25,0.85,47.45,Negative,68.73
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Educational Website,7,663,0.25,0.86,96.53,Negative,90.1
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,News Article,6,428,0.19,0.98,92.8,Neutral,86.31
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,News Article,6,2383,0.31,0.7,68.48,Negative,68.95
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Research Paper,9,3375,0.6,0.79,80.9,Positive,86.13
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Educational Website,7,2898,0.95,0.82,70.17,Negative,58.41
"Technology related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Technology,Social Media Post,3,2692,0.88,0.83,77.86,Negative,30.91
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,News Article,6,3377,0.32,0.57,87.57,Positive,64.35
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Research Paper,9,3852,0.15,1.0,35.15,Neutral,97.2
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Educational Website,7,3128,0.22,0.64,70.27,Negative,76.84
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Blog,4,2965,0.63,0.54,83.4,Neutral,44.45
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Social Media Post,3,1998,0.46,0.75,33.95,Neutral,35.45
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Research Paper,9,3065,0.46,0.68,77.06,Neutral,92.12
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Research Paper,9,2085,0.52,0.93,63.43,Negative,86.62
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Blog,4,4087,0.43,0.53,67.28,Negative,46.16
"Healthcare related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Healthcare,Blog,4,1453,0.39,0.48,35.33,Neutral,37.8
"AI related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",AI,Research Paper,9,1786,0.0,0.83,55.69,Neutral,96.01
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,News Article,6,612,0.45,0.58,75.52,Positive,65.72
"Finance related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Finance,Educational Website,7,1609,0.45,0.5,49.34,Neutral,61.55
"Business related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Business,Government Website,8,2349,0.7,0.59,63.48,Positive,74.67
"Environment related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Environment,Blog,4,4124,0.95,0.5,96.82,Neutral,40.37
"Politics related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Politics,Government Website,8,4770,0.31,0.76,77.16,Neutral,91.37
"Sports related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Sports,Blog,4,1147,0.73,0.82,99.87,Neutral,53.71
"Education related content discussing recent developments, analysis, and insights generated from multiple multimedia sources.",Education,Educational Website,7,4995,0.79,0.61,33.37,Positive,54.39
